function_index,prompt,sample_index,code_segment,Size,Min,Average,Max,Exception
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,['def funcImp(lst):\n    result = []\n    for elem in reversed(lst):\n        result.append(elem)\n    return result'],100000,0.22991510000065318,0.2423283439998704,0.44717929999751505,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",1000,0.0032066999992821366,0.0034324929999638696,0.003952900002332171,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",10000,0.029772499998216517,0.03127425500020763,0.059067900001537055,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",100000,0.3135456999989401,0.3236918870000227,0.39910059999965597,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,['def funcImp(lst):\n    rev_lst = []\n    for i in reversed(lst):\n        rev_lst.append(i)\n    return rev_lst'],1000,0.0024205000008805655,0.0025068650001412607,0.0029501999997592065,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,['def funcImp(lst):\n    rev_lst = []\n    for i in reversed(lst):\n        rev_lst.append(i)\n    return rev_lst'],10000,0.02140069999950356,0.022005232000301477,0.022869200001878198,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,['def funcImp(lst):\n    rev_lst = []\n    for i in reversed(lst):\n        rev_lst.append(i)\n    return rev_lst'],100000,0.22316329999739537,0.22773378300014882,0.23456799999985378,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",10,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",1000,0.0032046000014815945,0.003353592999919783,0.0035755999997491017,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",10,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",10000,0.030223500001739012,0.03122410600004514,0.03340039999966393,N/A
2_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards?  Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",10,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",100000,0.30638790000011795,0.32008891100002074,0.3703888000018196,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,"['def funcImp(lst):\n    lst.reverse()\n    for i in range(len(lst) - 1, -1, -1):\n        pass']",1000,0.0006728999978804495,0.000719007999941823,0.0008221999996749219,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,"['def funcImp(lst):\n    lst.reverse()\n    for i in range(len(lst) - 1, -1, -1):\n        pass']",10000,0.007238199999846984,0.007628794000083872,0.008442099999228958,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",1,"['def funcImp(lst):\n    lst.reverse()\n    for i in range(len(lst) - 1, -1, -1):\n        pass']",100000,0.07339750000028289,0.07678086700019776,0.10599689999799011,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,"['def funcImp(lst):\n    n = len(lst)\n    for i in range(n // 2):\n        (lst[i], lst[n - i - 1]) = (lst[n - i - 1], lst[i])\n    return lst']",1000,0.004010799999377923,0.004609509000038088,0.007827400000678608,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,"['def funcImp(lst):\n    n = len(lst)\n    for i in range(n // 2):\n        (lst[i], lst[n - i - 1]) = (lst[n - i - 1], lst[i])\n    return lst']",10000,0.04133260000162409,0.043122814999806,0.047901800000545336,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",2,"['def funcImp(lst):\n    n = len(lst)\n    for i in range(n // 2):\n        (lst[i], lst[n - i - 1]) = (lst[n - i - 1], lst[i])\n    return lst']",100000,0.42059449999942444,0.4375246089998109,0.5178513000028033,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,['def funcImp(lst):\n    return list(reversed(lst))'],1000,0.00023769999825162813,0.0002644999999029096,0.000550900000234833,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,['def funcImp(lst):\n    return list(reversed(lst))'],10000,0.002257099997223122,0.0024616249998871353,0.0028056999981345143,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",3,['def funcImp(lst):\n    return list(reversed(lst))'],100000,0.029842300002201227,0.04939400100003695,0.06315060000270023,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,"['def funcImp(lst):\n    lst.reverse()\n    for i in range(len(lst) - 1, -1, -1):\n        pass']",1000,0.0006718999975419138,0.0007111350001287064,0.000801799997134367,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,"['def funcImp(lst):\n    lst.reverse()\n    for i in range(len(lst) - 1, -1, -1):\n        pass']",10000,0.007041400000161957,0.0075580410001566635,0.009067000002687564,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",4,"['def funcImp(lst):\n    lst.reverse()\n    for i in range(len(lst) - 1, -1, -1):\n        pass']",100000,0.07335800000146264,0.07666617799986852,0.11192029999801889,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,"['def funcImp(lst):\n    (left, right) = (0, len(lst) - 1)\n    while left < right:\n        (lst[left], lst[right]) = (lst[right], lst[left])\n        left += 1\n        right -= 1\n    return lst']",1000,0.0033112999990407843,0.0034771170000749405,0.003727799998159753,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,"['def funcImp(lst):\n    (left, right) = (0, len(lst) - 1)\n    while left < right:\n        (lst[left], lst[right]) = (lst[right], lst[left])\n        left += 1\n        right -= 1\n    return lst']",10000,0.03406460000041989,0.03525183799971274,0.039518500001577195,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",5,"['def funcImp(lst):\n    (left, right) = (0, len(lst) - 1)\n    while left < right:\n        (lst[left], lst[right]) = (lst[right], lst[left])\n        left += 1\n        right -= 1\n    return lst']",100000,0.34840489999987767,0.35958438900004697,0.4001451000003726,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,['def funcImp(lst):\n    return lst[::-1]'],1000,0.00015530000018770806,0.00016843799985508668,0.00022220000028028153,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,['def funcImp(lst):\n    return lst[::-1]'],10000,0.0015435000022989698,0.0017236969997975393,0.0025038999992830213,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",6,['def funcImp(lst):\n    return lst[::-1]'],100000,0.024587699997937307,0.038984049999889976,0.05844249999790918,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,"['def funcImp(lst):\n    reversed_lst = reversed(lst)\n    for num in reversed_lst:\n        pass\n    reversed_lst = [lst[i] for i in range(len(lst) - 1, -1, -1)]\n    for num in reversed_lst:\n        pass']",1000,0.00286229999983334,0.0030541079999966314,0.0037781999999424443,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,"['def funcImp(lst):\n    reversed_lst = reversed(lst)\n    for num in reversed_lst:\n        pass\n    reversed_lst = [lst[i] for i in range(len(lst) - 1, -1, -1)]\n    for num in reversed_lst:\n        pass']",10000,0.0264857000001939,0.027480262000135553,0.031527299997833325,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",7,"['def funcImp(lst):\n    reversed_lst = reversed(lst)\n    for num in reversed_lst:\n        pass\n    reversed_lst = [lst[i] for i in range(len(lst) - 1, -1, -1)]\n    for num in reversed_lst:\n        pass']",100000,0.28088669999851845,0.30104562600012286,0.33713429999988875,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",1000,0.0031684999994467944,0.003294813999782491,0.003793200001382502,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",10000,0.03008620000036899,0.031194011000006867,0.039198999998916406,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",8,"['def funcImp(lst):\n    reversed_lst = []\n    for i in range(len(lst) - 1, -1, -1):\n        reversed_lst.append(lst[i])\n    return reversed_lst']",100000,0.3115293999981077,0.31886434999985797,0.36221049999949173,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,['def funcImp(lst):\n    lst.reverse()\n    return lst'],1000,2.640000093379058e-05,2.705200015043374e-05,2.840000161086209e-05,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,['def funcImp(lst):\n    lst.reverse()\n    return lst'],10000,0.0002299999978276901,0.00024940700019215,0.00042039999971166253,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",9,['def funcImp(lst):\n    lst.reverse()\n    return lst'],100000,0.0022271000016189646,0.002336287000034645,0.00257430000056047,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",10,['def funcImp(lst):\n    lst[:] = lst[::-1]\n    for num in lst:\n        pass\n    return lst'],1000,0.0006705000014335383,0.0007250339998063283,0.0009183000001939945,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",10,['def funcImp(lst):\n    lst[:] = lst[::-1]\n    for num in lst:\n        pass\n    return lst'],10000,0.006517500001791632,0.007440603999893938,0.009974600001442013,N/A
3_p8_auto_reverse_list_strategy,"""How do I reverse a list or loop over it backwards? The implementation should have the most optimal time complexity possible. Avoid using print function. The implementation should be in a function named funcImp that takes a single list of integers as a parameter.""",10,['def funcImp(lst):\n    lst[:] = lst[::-1]\n    for num in lst:\n        pass\n    return lst'],100000,0.11237850000179606,0.14979183400002513,0.1831901999976253,N/A
